local_datetime,day_ahead_price,SP,imbalance_price,valueSum,temperature,TCO2_per_h,gCO2_per_kWh,nuclear,biomass,coal,gas,hydro,wind,solar,demand,pumped_storage,windOnshore,windOffshore,belgian,dutch,french,ireland,northern_ireland,irish
2019-01-01 00:00:00+00:00,48.81,1,15.0,15.0,9.1,2287.0099999999998,83.66293532338308,6.924,1.116,0,5.853,0.405,11.304,0,27.336,0.0,8.054581,3.141711,0.0,0.182,1.552,0.0,0.0,-0.702
2019-01-01 00:30:00+00:00,50.24,2,15.0,15.0,9.1,2467.906,89.02337493687324,6.838,1.103,0,6.292,0.388,11.327,0,27.722,0.024,7.860487,3.253887,0.0,0.196,1.554,0.0,0.0,-0.696
2019-01-01 01:00:00+00:00,41.9,3,16.0,16.0,9.1,2411.8340000000003,87.88841921142775,6.834,1.09,0,5.719,0.372,11.335,0,27.442,0.0,7.879198000000001,3.3408510000000002,0.0,0.588,1.504,0.0,0.0,-0.722
2019-01-01 01:30:00+00:00,39.32,4,16.0,16.0,9.1,2119.532,80.07298828862865,6.83,1.085,0,5.02,0.368,11.063,0,26.47,0.0,7.708874,3.213702,0.0,0.6,1.504,0.0,0.0,-0.77
2019-01-01 02:00:00+00:00,34.09,5,16.0,16.0,9.1,2069.84,79.01660622256156,6.827,1.081,0,4.964,0.355,10.786,0,26.195,0.0,7.479429,3.122706,0.0,0.678,1.504,0.0,0.0,-0.91
2019-01-01 02:30:00+00:00,29.85,6,15.0,15.0,9.1,2095.386,79.58169388530193,6.832,1.08,0,5.113,0.341,10.786,0,26.33,0.0,7.378152,3.193308,0.0,0.674,1.504,0.0,0.0,-0.978
2019-01-01 03:00:00+00:00,27.55,7,15.0,15.0,9.1,1919.9159999999997,75.12584128971669,6.814,1.078,0,5.148,0.323,10.491,0,25.556,0.0,7.047136999999999,3.008659,0.0,0.298,1.404,0.0,0.0,-0.99
2019-01-01 03:30:00+00:00,25.61,8,30.0,30.0,9.1,1748.53,69.7042057006179,6.802,1.077,0,4.729,0.356,10.423,0,25.085,0.0,6.960789,2.960604,0.0,0.286,1.412,0.0,0.0,-0.992
2019-01-01 04:00:00+00:00,28.74,9,15.0,15.0,9.1,1814.82,73.41801852825762,6.784,1.075,0,4.91,0.4,10.26,0,24.719,0.0,6.570396,2.8854960000000003,0.0,0.326,0.964,0.0,0.0,-0.992
2019-01-01 04:30:00+00:00,26.86,10,15.0,15.0,9.1,1816.9239999999998,74.3452678096485,6.772,1.077,0,4.915,0.406,9.981,0,24.439,0.0,6.410405,3.063858,0.0,0.326,0.962,0.0,0.0,-0.992
2019-01-01 05:00:00+00:00,22.67,11,15.0,15.0,9.1,1929.2179999999996,79.7494109379521,6.761,1.079,0,5.173,0.431,9.787,0,24.191,0.0,6.219,2.955799,0.0,0.392,0.568,0.0,0.0,-0.992
2019-01-01 05:30:00+00:00,22.9,12,15.0,15.0,9.1,2103.9479999999994,86.30519320698988,6.748,1.118,0,5.603,0.447,9.506,0,24.378,0.0,6.0365150000000005,2.918397,0.0,0.394,0.562,0.0,0.0,-0.992
2019-01-01 06:00:00+00:00,22.91,13,63.5,63.5,9.1,2333.3500000000004,93.12539910600256,6.738,1.472,0,6.028,0.447,9.413,0,25.056,0.0,5.781796999999999,3.00539,0.0,0.44,0.518,0.0,0.0,-0.992
2019-01-01 06:30:00+00:00,23.39,14,17.62,17.62,9.1,2528.458,100.16068520569743,6.719,1.503,0,6.537,0.438,9.123,1.66e-05,25.2440166,0.0,5.6083870000000005,3.025158,0.0,0.416,0.508,0.0,0.0,-0.986
2019-01-01 07:00:00+00:00,40.69,15,16.8,16.8,9.1,2309.098,90.92726123452462,6.709,1.092,0,6.458,0.434,9.06,2.21e-06,25.395002209999998,0.0,5.514892,2.986991,0.0,0.0,1.642,0.0,0.0,-0.99
2019-01-01 07:30:00+00:00,40.41,16,16.8,16.8,9.1,2467.7839999999997,96.45431920793884,6.698,1.084,0,6.82,0.433,8.836,2.52e-06,25.58500252,0.062,5.316047999999999,2.9276619999999998,0.0,0.0,1.652,0.0,0.0,-0.954
2019-01-01 08:00:00+00:00,40.06,17,15.0,15.0,9.1,2793.148,107.21020243009536,6.682,1.084,0,7.288,0.477,8.536,5.56e-06,26.053005560000003,0.168,5.199184,2.792423,0.0,0.166,1.652,0.0,0.0,-0.818
2019-01-01 08:30:00+00:00,41.45,18,30.0,30.0,9.1,3277.0979999999995,122.3611371441757,6.669,1.098,0,8.486,0.483,7.929,0.00518,26.78218,0.278,5.1218330000000005,2.653225,0.0,0.184,1.65,0.0,0.0,-0.814
2019-01-01 09:00:00+00:00,40.95,19,30.1,30.1,9.1,3956.452,141.20603875941325,6.658,1.106,0,9.497,0.53,7.421,0.105,28.019,0.198,4.79526,2.583654,0.0,0.754,1.75,0.0,0.0,-0.804
2019-01-01 09:30:00+00:00,40.15,20,40.15,40.15,9.1,4439.996,150.92786729213407,6.645,1.314,0,10.667,0.515,7.219,0.358,29.418,0.174,4.725567,2.350859,0.0,0.776,1.75,0.0,0.0,-0.832
2019-01-01 10:00:00+00:00,42.53,21,67.0,67.0,9.1,4823.51,157.78573765129212,6.638,1.334,0,11.399,0.516,7.097,0.688,30.57,0.186,4.646493,2.196572,0.0,0.864,1.848,0.0,0.0,-0.732
2019-01-01 10:30:00+00:00,45.1,22,30.1,30.1,9.1,5319.817000000001,166.5774361222445,6.593,1.351,0.229,12.146,0.517,7.122,1.11,31.936,0.154,4.631622999999999,2.319006,0.0,0.866,1.848,0.0,0.0,-0.766
2019-01-01 11:00:00+00:00,51.75,23,38.0,38.0,9.1,5658.125999999998,170.89389591953844,6.511,1.359,0.306,12.834,0.501,6.944,1.53,33.109,0.146,4.618333000000001,2.2922029999999998,0.0,0.982,1.996,0.0,0.0,-0.916
2019-01-01 11:30:00+00:00,51.08,24,35.0,35.0,9.1,5857.736,171.7055840539352,6.49,1.355,0.31,13.418,0.501,6.995,1.92,34.115,0.144,4.674777,2.255297,0.0,0.984,1.998,0.0,0.0,-0.992
2019-01-01 12:00:00+00:00,50.67,25,20.0,20.0,9.1,6029.903,172.8013468978364,6.472,1.302,0.307,13.859,0.518,7.165,2.08,34.895,0.194,4.453207,2.499034,0.0,1.0,1.998,0.0,0.0,-0.992
2019-01-01 12:30:00+00:00,50.38,26,38.0,38.0,9.1,6356.174,180.5987782355448,6.454,1.201,0.46,14.354,0.525,6.903,2.01,35.195,0.29,4.383806000000001,2.525185,0.0,1.0,1.998,0.0,0.0,-0.992
2019-01-01 13:00:00+00:00,51.43,27,44.5,44.5,9.1,6635.977,187.90284856722164,6.429,1.176,0.507,14.96,0.54,6.55,1.88,35.316,0.276,4.360357,2.222135,0.0,1.0,1.998,0.0,0.0,-0.992
2019-01-01 13:30:00+00:00,49.9,28,31.31,31.31,9.1,6628.478,189.72116320338887,6.43,1.185,0.46,15.05,0.537,6.576,1.56,34.938,0.142,4.4653860000000005,2.227924,0.0,1.0,1.998,0.0,0.0,-0.992
2019-01-01 14:00:00+00:00,51.39,29,38.0,38.0,9.1,6705.354,192.42822705619008,6.429,1.144,0.414,15.367,0.525,6.513,1.21,34.846,0.246,4.437939,2.1999989999999996,0.0,1.0,1.998,0.0,0.0,-0.992
2019-01-01 14:30:00+00:00,52.01,30,43.0,43.0,9.1,7060.436000000001,202.60082068352034,6.433,0.975,0.712,15.611,0.524,6.478,0.896,34.849,0.222,4.152292999999999,2.2051529999999997,0.0,1.0,1.998,0.0,0.0,-0.992
2019-01-01 15:00:00+00:00,51.87,31,38.0,38.0,9.1,7207.375,205.32077030453237,6.431,1.297,0.767,15.885,0.543,6.557,0.551,35.103,0.182,4.192571,2.320002,0.0,0.892,1.998,0.0,0.0,-0.992
2019-01-01 15:30:00+00:00,48.49,32,38.0,38.0,9.1,7752.802000000001,217.92837666900917,6.432,1.526,1.198,16.177,0.534,6.392,0.236,35.575,0.192,4.02975,2.372958,0.0,0.89,1.998,0.0,0.0,-0.992
2019-01-01 16:00:00+00:00,54.99,33,38.0,38.0,9.1,8878.612000000001,239.19447826977168,6.429,1.478,1.858,17.554,0.596,6.104,0.047799999999999995,37.1188,0.226,3.795054,2.3362890000000003,0.0,0.828,1.998,0.0,0.0,-0.992
2019-01-01 16:30:00+00:00,62.42,34,38.0,38.0,9.1,9654.532000000001,247.00451887954344,6.418,1.486,2.458,18.094,0.934,6.006,0.00045900000000000004,39.086459000000005,0.864,3.634115,2.329511,0.0,0.828,1.998,0.0,0.0,-0.992
2019-01-01 17:00:00+00:00,65.19,35,38.0,38.0,9.1,9932.349,250.56980427129304,6.421,1.47,2.609,18.173,0.963,5.985,0.0020499999999999997,39.639050000000005,0.964,3.5966750000000003,2.428645,0.0,1.054,1.998,0.0,0.0,-0.992
2019-01-01 17:30:00+00:00,65.95,36,38.0,38.0,9.1,9921.998000000001,251.02459140818706,6.423,1.441,2.648,18.058,0.856,5.944,0,39.526,1.1,3.486674,2.421437,0.0,1.058,1.998,0.0,0.0,-0.992
2019-01-01 18:00:00+00:00,65.15,37,46.0,46.0,9.1,9902.865000000002,253.36046832029936,6.426,1.467,2.615,18.08,0.83,5.901,0.00107,39.08607,0.71,3.355345,2.4558809999999998,0.0,1.058,1.998,0.0,0.0,-0.992
2019-01-01 18:30:00+00:00,64.22,38,38.0,38.0,9.1,9804.105000000001,255.46584612735623,6.423,1.544,2.501,18.077,0.696,5.838,0.000361,38.377361,0.242,3.221979,2.590759,0.0,1.058,1.998,0.0,0.0,-0.992
2019-01-01 19:00:00+00:00,59.0,39,38.0,38.0,9.1,9160.147,242.4272089581027,6.426,1.517,1.969,17.716,0.593,5.88,0.00014399999999999998,37.785144,0.628,3.2256400000000003,2.54252,0.0,1.058,1.998,0.0,0.0,-0.992
2019-01-01 19:30:00+00:00,57.74,40,38.0,38.0,9.1,8641.702000000001,234.65024777308506,6.424,1.513,1.494,17.531,0.563,5.883,1.1400000000000001e-05,36.8280114,0.364,3.277042,2.477071,0.0,1.058,1.998,0.0,0.0,-0.992
2019-01-01 20:00:00+00:00,57.2,41,38.0,38.0,9.1,8278.899000000001,229.9949716635182,6.415,1.509,1.265,17.156,0.479,5.872,0,35.996,0.244,3.239265,2.535681,0.0,1.058,1.998,0.0,0.0,-0.992
2019-01-01 20:30:00+00:00,54.44,42,38.0,38.0,9.1,7741.052000000001,222.1121312980604,6.42,1.368,0.942,16.602,0.474,5.808,0,34.852,0.182,3.130076,2.703779,0.0,1.058,1.998,0.0,0.0,-0.992
2019-01-01 21:00:00+00:00,51.66,43,38.0,38.0,9.1,7390.942,218.524688072852,6.422,1.115,0.888,16.004,0.459,5.84,0,33.822,0.226,3.009591,2.665812,0.0,1.002,1.866,0.0,0.0,-0.992
2019-01-01 21:30:00+00:00,50.61,44,38.0,38.0,9.1,6775.661,209.14470475661327,6.419,1.071,0.645,15.035,0.46,5.713,0,32.397,0.18,2.938338,2.616437,0.0,1.0,1.874,0.0,0.0,-0.992
2019-01-01 22:00:00+00:00,50.84,45,38.0,38.0,9.1,6720.335999999999,216.75007256894045,6.414,1.003,0.642,15.086,0.432,5.528,0,31.005,0.242,2.834966,2.594643,0.0,1.0,0.658,0.0,0.0,-0.992
2019-01-01 22:30:00+00:00,49.46,46,38.0,38.0,9.1,6304.526999999999,211.99525875113483,6.409,0.979,0.643,14.038,0.425,5.325,0,29.739,0.28,2.7835039999999998,2.560073,0.0,1.0,0.64,0.0,0.0,-0.992
2019-01-01 23:00:00+00:00,45.07,47,16.0,16.0,9.1,5626.453999999999,197.35019291476672,6.367,0.971,0.488,12.632,0.392,5.222,0,28.51,0.0,2.6294570000000004,2.5243409999999997,0.0,0.952,1.486,0.0,0.0,-0.992
2019-01-01 23:30:00+00:00,45.05,48,42.1,42.1,9.1,5228.273,189.67758670729938,6.327,0.975,0.303,12.062,0.382,5.075,0,27.564,0.0,1.800895,0.123679,0.0,0.95,1.49,0.0,0.0,-0.992
2019-01-02 00:00:00+00:00,44.9,1,42.0,42.0,5.8,5176.424000000001,187.33439490445863,6.325,0.977,0.3,11.916,0.381,4.915,0,27.632,0.0,2.424404,2.3852979999999997,0.0,0.922,1.896,0.0,0.0,-0.992
2019-01-02 00:30:00+00:00,44.73,2,43.55,43.55,5.8,5438.848,193.08605509798352,6.315,0.973,0.3,12.583,0.379,4.798,0,28.168,0.0,2.373797,2.261144,0.0,0.922,1.898,0.0,0.0,-0.992
2019-01-02 01:00:00+00:00,44.02,3,44.02,44.02,5.8,5551.778,197.08821754410877,6.318,0.966,0.302,12.867,0.378,4.518,0,28.169,0.0,2.2249049999999997,2.287449,0.0,0.922,1.898,0.0,0.0,-0.992
2019-01-02 01:30:00+00:00,43.99,4,56.0,56.0,5.8,5475.428,196.766737341431,6.317,0.97,0.302,12.672,0.378,4.368,0,27.827,0.0,2.1805209999999997,2.2246390000000003,0.0,0.922,1.898,0.0,0.0,-0.992
2019-01-02 02:00:00+00:00,44.17,5,54.0,54.0,5.8,5542.023999999999,200.20316451123472,6.315,0.978,0.33,12.772,0.378,4.089,0,27.682,0.0,2.049821,2.078206,0.0,0.922,1.898,0.0,0.0,-0.992
2019-01-02 02:30:00+00:00,45.01,6,38.0,38.0,5.8,5551.26,201.081609736661,6.319,1.001,0.31,12.836,0.376,3.945,0,27.607,0.0,1.993067,2.120993,0.0,0.922,1.898,0.0,0.0,-0.992
2019-01-02 03:00:00+00:00,46.71,7,20.0,20.0,5.8,5506.75,201.3436928702011,6.318,1.026,0.304,12.696,0.374,3.784,0,27.35,0.0,1.925206,2.0511950000000003,0.0,0.95,1.898,0.0,0.0,-0.992
2019-01-02 03:30:00+00:00,45.11,8,41.95,41.95,5.8,5384.655999999999,198.7031255765895,6.319,1.053,0.3,12.385,0.376,3.816,0,27.099,0.0,1.913312,2.14085,0.0,0.952,1.898,0.0,0.0,-0.992
2019-01-02 04:00:00+00:00,46.19,9,41.95,41.95,5.8,5285.961,197.0535321528425,6.321,1.078,0.305,12.115,0.387,3.769,0,26.825,0.0,1.851277,2.170039,0.0,0.952,1.898,0.0,0.0,-0.992
2019-01-02 04:30:00+00:00,45.92,10,42.05,42.05,5.8,5385.315,199.66316921251666,6.316,1.12,0.321,12.319,0.388,3.662,0,26.972,0.0,1.852554,2.028744,0.0,0.95,1.896,0.0,0.0,-0.992
2019-01-02 05:00:00+00:00,46.04,11,43.0,43.0,5.8,5558.707,203.25826385841745,6.322,1.245,0.539,12.249,0.416,3.679,0,27.348,0.0,1.846047,2.198651,0.0,0.9,1.998,0.0,0.0,-0.992
2019-01-02 05:30:00+00:00,49.4,12,42.1,42.1,5.8,6140.496999999999,216.31369993306794,6.323,1.333,0.841,12.897,0.417,3.68,0,28.387,0.0,1.823623,2.149034,0.0,0.898,1.998,0.0,0.0,-0.918
2019-01-02 06:00:00+00:00,49.4,13,42.2,42.2,5.8,7012.1810000000005,234.26255303511175,5.954,1.361,1.021,14.405,0.417,3.811,0,29.933,0.0,1.820733,2.095229,0.0,0.966,1.998,0.0,0.0,-0.758
2019-01-02 06:30:00+00:00,49.01,14,43.15,43.15,5.8,8211.385999999999,256.3174529304374,5.833,1.519,1.508,16.166,0.419,3.673,3.04e-07,32.036000304,0.128,1.796737,2.116302,0.0,0.968,1.822,0.0,0.0,-0.674
2019-01-02 07:00:00+00:00,53.39,15,45.0,45.0,5.8,9582.691,275.7767641303097,5.831,2.269,1.595,19.687,0.449,3.635,0,34.748,0.234,1.736361,2.146802,0.0,0.99,0.058,0.0,0.0,-0.902
2019-01-02 07:30:00+00:00,55.55,16,48.0,48.0,5.8,10292.815,281.9794805764068,5.83,2.571,1.631,21.424,0.461,3.341,0,36.502,0.254,1.687624,1.8629369999999998,0.0,0.99,-0.016,0.0,0.0,-0.99
2019-01-02 08:00:00+00:00,57.27,17,46.0,46.0,5.8,10485.057999999999,274.3629519170793,5.832,2.56,1.74,21.366,0.53,3.43,1.25e-05,38.2160125,0.152,1.6829020000000001,1.8580889999999999,0.0,1.056,1.55,0.0,0.0,-0.99
2019-01-02 08:30:00+00:00,54.93,18,51.02,51.02,5.8,11060.628,278.95924349338026,5.833,2.735,1.892,22.404,0.551,3.423,0.00362,39.649620000000006,0.158,1.662787,1.975619,0.0,1.058,1.592,0.0,0.0,-0.99
2019-01-02 09:00:00+00:00,58.87,19,51.05,51.05,5.8,11695.018,285.10526572403705,5.826,2.773,2.322,23.032,0.554,3.258,0.135,41.02,0.158,1.641584,1.803919,0.0,0.97,1.992,0.0,0.0,-0.99
2019-01-02 09:30:00+00:00,57.42,20,65.0,65.0,5.8,12281.602,295.4083463619964,5.721,2.88,2.902,23.111,0.559,2.958,0.3,41.575,0.182,1.616217,1.681325,0.0,0.968,1.994,0.0,0.0,-0.99
2019-01-02 10:00:00+00:00,57.52,21,87.0,87.0,5.8,12585.756999999998,298.3608799753454,5.692,2.888,3.183,23.122,0.543,2.865,0.752,42.183,0.204,1.602421,1.549145,0.0,1.056,1.878,0.0,0.0,-0.99
2019-01-02 10:30:00+00:00,58.09,22,87.0,87.0,5.8,12681.685,296.5712915974837,5.689,2.891,3.237,23.234,0.543,2.683,1.35,42.761,0.2,1.587587,1.540035,0.0,1.058,1.876,0.0,0.0,-0.99
2019-01-02 11:00:00+00:00,65.43,23,92.8,92.8,5.8,12733.014,295.33362712807906,5.689,2.887,3.286,23.301,0.499,2.566,1.68,43.114,0.214,1.5611140000000001,1.4711990000000001,0.0,1.002,1.99,0.0,0.0,-0.99
2019-01-02 11:30:00+00:00,66.07,24,92.8,92.8,5.8,12743.91,295.6069216673239,5.687,2.896,3.308,23.276,0.494,2.368,1.82,43.111,0.272,1.535305,1.1990630000000002,0.0,1.0,1.99,0.0,0.0,-0.99
2019-01-02 12:00:00+00:00,68.28,25,100.0,100.0,5.8,12802.114,294.4436164585202,5.692,2.894,3.398,23.279,0.753,2.319,1.82,43.479,0.384,1.469449,1.2971810000000001,0.0,0.942,1.998,0.0,0.0,-0.99
2019-01-02 12:30:00+00:00,67.03,26,100.0,100.0,5.8,13036.893999999998,299.8503611021666,5.702,2.892,3.604,23.388,0.807,2.235,1.63,43.478,0.282,1.4246390000000002,1.2953510000000001,0.0,0.94,1.998,0.0,0.0,-0.99
2019-01-02 13:00:00+00:00,65.88,27,98.0,98.0,5.8,13196.59,302.9937548790008,5.8,2.888,3.716,23.456,0.807,2.027,1.46,43.554,0.402,1.308226,1.177997,0.0,1.0,1.998,0.0,0.0,-0.99
2019-01-02 13:30:00+00:00,66.68,28,99.93,99.93,5.8,13326.263,306.42131524488394,5.896,2.884,3.783,23.627,0.805,1.969,1.23,43.49,0.298,1.2785170000000001,1.068176,0.0,1.0,1.998,0.0,0.0,-0.99
2019-01-02 14:00:00+00:00,67.12,29,99.93,99.93,5.8,13655.091999999999,313.0968289271547,5.917,2.887,4.036,23.859,0.647,1.929,0.98,43.613,0.36,1.229479,1.02417,0.0,1.0,1.998,0.0,0.0,-0.99
2019-01-02 14:30:00+00:00,70.3,30,99.93,99.93,5.8,14123.702,322.2897108824133,5.918,2.887,4.446,24.107,0.647,1.879,0.729,43.823,0.24,1.187494,0.972543,0.0,0.972,1.998,0.0,0.0,-0.99
2019-01-02 15:00:00+00:00,88.15,31,51.5,51.5,5.8,14233.177,325.2777155655095,5.92,2.821,4.855,24.426,0.66,1.731,0.438,43.757,0.762,1.15976,1.0652190000000001,0.0,0.146,1.998,0.0,0.0,-0.99
2019-01-02 15:30:00+00:00,91.47,32,51.25,51.25,5.8,14635.276,328.93434922347336,5.921,2.802,5.218,24.642,0.565,1.748,0.183,44.493,1.314,1.160624,0.935416,0.0,0.102,1.998,0.0,0.0,-0.99
2019-01-02 16:00:00+00:00,94.41,33,156.5,156.5,5.8,15157.391999999998,333.1888094364051,5.92,2.815,5.516,24.973,0.712,1.527,0.0349,45.4919,1.66,1.122594,0.8347910000000001,0.0,0.336,1.998,0.0,0.0,-0.99
2019-01-02 16:30:00+00:00,103.38,34,167.0,167.0,5.8,15584.373,336.5950929653223,5.926,2.775,5.679,25.662,0.814,1.688,0.00206,46.300059999999995,1.404,1.1238690000000002,0.872717,0.0,0.352,1.998,0.0,0.0,-0.99
2019-01-02 17:00:00+00:00,107.02,35,158.0,158.0,5.8,15554.714,331.7892354117238,5.923,2.787,5.612,25.74,0.84,1.81,0.00131,46.88131,1.816,1.195615,0.940775,0.0,0.354,1.998,0.0,0.0,-0.99
2019-01-02 17:30:00+00:00,112.17,36,158.0,158.0,5.8,15367.838,328.5359411483483,5.92,2.8,5.45,25.647,0.835,1.882,0.000733,46.776733,1.89,1.24691,0.889462,0.0,0.354,1.998,0.0,0.0,-0.99
2019-01-02 18:00:00+00:00,113.78,37,52.75,52.75,5.8,15360.149,328.61647750471946,5.922,2.762,5.549,25.317,0.909,1.928,0.000871,46.741870999999996,1.93,1.318699,0.864973,0.0,0.426,1.998,0.0,0.0,-0.99
2019-01-02 18:30:00+00:00,108.24,38,51.25,51.25,5.8,15352.271,331.117674970344,5.918,2.798,5.621,25.11,0.908,1.802,0,46.365,1.78,1.2954169999999998,0.932874,0.0,0.43,1.998,0.0,0.0,-0.99
2019-01-02 19:00:00+00:00,96.63,39,100.0,100.0,5.8,15364.729,336.260017945856,5.921,2.718,5.683,24.648,0.855,1.842,0,45.693,1.29,1.294972,0.8795940000000001,0.0,0.738,1.998,0.0,0.0,-0.99
2019-01-02 19:30:00+00:00,83.78,40,100.0,100.0,5.8,15286.032,343.46002786141196,5.922,2.504,5.664,24.549,0.609,1.914,0,44.506,0.6,1.34164,0.964727,0.0,0.746,1.998,0.0,0.0,-0.99
2019-01-02 20:00:00+00:00,75.96,41,106.0,106.0,5.8,14934.045000000002,345.1357231048269,5.921,2.105,5.561,24.217,0.607,1.907,6.45e-05,43.270064500000004,0.37,1.3826910000000001,0.8744149999999999,0.0,0.584,1.998,0.0,0.0,-0.99
2019-01-02 20:30:00+00:00,75.12,42,80.0,80.0,5.8,14095.704000000002,338.4891578416541,5.917,1.884,4.904,23.719,0.532,1.833,0,41.643,0.272,1.2928339999999998,0.873211,0.0,0.584,1.998,0.0,0.0,-0.99
2019-01-02 21:00:00+00:00,62.12,43,80.0,80.0,5.8,12976.479,323.80484092326884,5.92,1.742,3.863,22.981,0.501,1.88,0,40.075,0.26,1.296019,0.8758210000000001,0.0,0.93,1.998,0.0,0.0,-0.99
2019-01-02 21:30:00+00:00,61.44,44,74.25,74.25,5.8,11637.678,304.97059748427677,5.916,1.642,2.706,22.353,0.49,1.943,0,38.16,0.172,1.317059,1.000142,0.0,0.94,1.998,0.0,0.0,-0.99
2019-01-02 22:00:00+00:00,58.03,45,72.5,72.5,5.8,10618.189,292.8267008631864,5.915,1.591,2.051,21.327,0.452,1.839,0,36.261,0.204,1.358001,0.937539,0.0,0.958,1.924,0.0,0.0,-0.99
2019-01-02 22:30:00+00:00,57.06,46,49.0,49.0,5.8,9528.681,277.02875334341206,5.919,1.563,1.223,20.542,0.433,1.78,0,34.396,0.056,1.3728820000000002,0.894267,0.0,0.958,1.922,0.0,0.0,-0.992
2019-01-02 23:00:00+00:00,55.25,47,49.05,49.05,5.8,8682.453000000001,265.47784742394134,5.917,1.459,0.833,19.281,0.407,1.81,0,32.705,0.0,1.4062739999999998,0.796496,0.0,1.0,1.998,0.0,0.0,-0.982
2019-01-02 23:30:00+00:00,0.0,48,49.05,49.05,5.8,8313.259,259.82182147768475,5.86,1.345,0.537,18.978,0.383,1.895,0,31.996,0.0,1.407087,0.85578,0.0,1.0,1.998,0.0,0.0,-0.892
2019-01-03 00:00:00+00:00,60.18,1,47.3,47.3,4.6,8193.024000000001,258.72435026999716,5.727,1.292,0.53,18.708,0.357,1.999,0,31.667,0.0,1.4239600000000001,0.882465,0.0,1.056,1.998,0.0,0.0,-0.952
2019-01-03 00:30:00+00:00,60.18,2,49.05,49.05,4.6,8241.389000000001,260.5231396598597,5.694,1.291,0.485,18.845,0.341,1.922,0,31.634,0.0,1.430952,0.9357859999999999,0.0,1.058,1.998,0.0,0.0,-0.874
2019-01-03 01:00:00+00:00,0.0,3,47.3,47.3,4.6,8085.816999999999,257.1824745547073,5.689,1.34,0.303,18.882,0.322,1.848,0,31.44,0.0,1.363414,0.870987,0.0,1.058,1.998,0.0,0.0,-0.886
2019-01-03 01:30:00+00:00,59.47,4,47.3,47.3,4.6,7958.687999999999,256.0463275745584,5.695,1.296,0.3,18.545,0.323,1.868,0,31.083,0.0,1.3486289999999999,0.908722,0.0,1.058,1.998,0.0,0.0,-0.856
2019-01-03 02:00:00+00:00,59.52,5,20.0,20.0,4.6,8071.197999999999,257.6023873356313,5.682,1.27,0.3,18.878,0.323,1.823,0,31.332,0.0,1.2729949999999999,0.878512,0.0,1.058,1.998,0.0,0.0,-0.89
2019-01-03 02:30:00+00:00,57.77,6,20.0,20.0,4.6,8063.185,257.1004719086793,5.675,1.376,0.301,18.823,0.323,1.808,0,31.362,0.0,1.289482,0.8621019999999999,0.0,1.058,1.998,0.0,0.0,-0.89
2019-01-03 03:00:00+00:00,56.41,7,49.05,49.05,4.6,7970.790000000001,254.90214262871763,5.678,1.325,0.3,18.718,0.322,1.871,0,31.27,0.0,1.323683,0.897706,0.0,1.058,1.998,0.0,0.0,-0.986
2019-01-03 03:30:00+00:00,53.79,8,47.3,47.3,4.6,7792.849999999999,252.72742013945194,5.763,1.336,0.3,18.27,0.322,1.788,0,30.835,0.0,1.3437629999999998,0.8113630000000001,0.0,1.058,1.998,0.0,0.0,-0.992
2019-01-03 04:00:00+00:00,53.8,9,48.05,48.05,4.6,7679.626,250.69780955179056,5.882,1.336,0.3,18.05,0.32,1.745,0,30.633,0.0,1.3094000000000001,0.777875,0.0,1.002,1.998,0.0,0.0,-0.992
2019-01-03 04:30:00+00:00,53.56,10,48.05,48.05,4.6,7666.762,249.77234077211273,5.905,1.348,0.332,17.94,0.319,1.853,0,30.695,0.0,0.928112,0.050887,0.0,1.0,1.998,0.0,0.0,-0.992
2019-01-03 05:00:00+00:00,52.22,11,49.05,49.05,4.6,8141.323000000002,259.80734618330365,5.909,1.38,0.797,17.994,0.316,1.942,0,31.336,0.0,1.319304,0.88089,0.0,1.0,1.998,0.0,0.0,-0.962
2019-01-03 05:30:00+00:00,51.42,12,48.05,48.05,4.6,8588.528,271.5053267157715,5.909,1.349,1.234,17.86,0.314,1.975,0,31.633,0.0,1.353242,0.884829,0.0,0.994,1.998,0.0,0.0,-0.75
2019-01-03 06:00:00+00:00,61.04,13,49.06,49.06,4.6,9601.581000000002,295.7426538532619,5.909,1.421,1.735,19.499,0.313,1.945,0,32.466,0.0,1.3699560000000002,0.846919,0.0,0.572,1.072,0.0,0.0,-0.448
2019-01-03 06:30:00+00:00,58.98,14,48.5,48.5,4.6,10477.249000000002,303.5826702057784,5.909,1.821,2.111,20.728,0.315,1.996,1.2800000000000001e-05,34.512012799999994,0.096,1.390328,0.90301,0.0,0.558,0.978,0.0,0.0,-0.442
2019-01-03 07:00:00+00:00,64.17,15,48.05,48.05,4.6,11564.520999999999,305.3903295658603,5.916,2.201,2.907,22.578,0.362,1.984,0,37.868,0.158,1.389713,0.861307,0.0,-0.138,1.762,0.0,0.0,-0.758
2019-01-03 07:30:00+00:00,67.2,16,48.05,48.05,4.6,12694.736,319.76618351481045,5.916,2.123,3.648,23.745,0.382,1.922,5.79e-05,39.7000579,0.198,1.360377,0.852942,0.0,-0.144,1.766,0.0,0.0,-0.784
2019-01-03 08:00:00+00:00,62.77,17,49.05,49.05,4.6,13530.937,326.1095251196363,5.917,2.129,4.307,24.434,0.571,1.856,1.79e-06,41.49200179,0.28,1.324097,0.83684,0.0,-0.304,1.998,0.0,0.0,-0.762
